transcript_id,DC1,DC2,DN1,DN2,PC1,PC2,PC3,PC4,PN3,PNC1,PNC2
Os03t0182400-01,6403,6884,4785,4205,9280,8525,7061,6572,3311,4821,4481
Os03t0182600-02,17881,17121,12417,17535,11136,11323,11929,15927,12193,17191,15797
Os03t0182600-01,12,0,19,30,10,16,3,52,11,4,6
Os03t0185500-01,864,1063,846,881,1169,1262,1041,931,691,1011,980
Os03t0185600-01,871,939,667,840,633,706,825,923,677,938,865
Os03t0185700-01,1109,1894,623,502,2757,2939,3126,2533,641,891,848
Os03t0185800-01,445,520,284,217,260,302,262,221,41,211,97
Os03t0185950-00,67,31,21,11,48,51,42,22,7,0,11
Os03t0186100-01,885,1105,733,619,775,773,587,755,533,583,684
Os03t0186500-01,3173,3248,2937,2236,4799,5196,3942,3784,1753,2260,2263
Os03t0186600-01,1746,1908,1447,1903,3787,3254,5633,5624,4524,5639,4717
Os03t0186800-01,1036,1301,845,1027,1285,1357,1451,1240,883,1055,1105
Os03t0186900-01,1700,1742,2848,2707,339,596,450,1502,2095,1992,2656
Os03t0186950-01,444,331,229,319,314,413,349,419,317,537,419
Os03t0187000-01,2584,2646,2893,2800,1860,2056,1622,2635,3094,3913,3167
Os03t0187100-00,5058,5918,3800,3179,6645,7371,4472,3639,1356,2022,2339
Os03t0187200-01,401,366,211,197,277,371,280,313,234,243,191
Os03t0187350-01,0,0,0,0,0,0,0,0,0,0,0
Os03t0187400-01,516,450,239,531,298,280,278,350,257,345,267
Os03t0187300-01,3320,3580,2533,2267,4398,4734,3766,3186,1706,2956,2619
Os03t0187500-01,4295,5152,3489,4340,2967,3125,3964,4626,3379,4294,3842
Os03t0187550-01,70,116,61,97,494,364,309,92,26,4,13
Os03t0187600-01,1853,1912,1304,1540,3369,3037,3685,3119,1244,1346,1398
Os03t0187800-01,81,64,95,135,74,78,116,207,92,102,167
Os03t0187700-01,975,819,674,752,1034,1014,838,1004,466,698,655
Os03t0188100-01,0,0,0,0,0,0,0,0,0,0,0
Os03t0188100-02,353,534,22,52,1689,1980,1978,1508,214,670,372
Os03t0188200-01,171,176,95,113,392,318,255,361,103,221,267
Os03t0188400-01,627,639,391,404,118,153,205,349,261,512,386
Os03t0188500-01,1696,1171,1263,2075,369,347,620,1324,1484,1935,1991
Os03t0188900-01,2014,1781,1225,1109,2257,1977,2108,2518,1562,2387,2189
Os03t0189300-01,20,0,6,0,5,7,11,0,0,0,0
Os03t0189100-01,1070,939,711,767,2109,1850,1590,1404,706,924,756
Os03t0189600-01,12,6,0,12,121,38,25,180,46,0,9
Os03t0190000-01,361,345,242,249,434,365,350,448,171,364,347
Os03t0189400-01,2343,2861,2109,1633,6248,6113,6371,5666,2064,2834,3373
Os03t0190400-01,25,16,62,0,401,264,166,49,0,0,0
Os03t0190300-00,29,97,58,63,623,484,318,146,32,0,30
Os03t0190100-01,989,590,311,410,745,611,353,911,198,315,281
Os03t0190800-01,1135,1268,1359,1016,2119,1917,1593,1248,450,756,1040
Os03t0190900-01,1477,1420,951,1108,1283,1169,1206,1098,583,965,794
Os03t0191050-00,0,0,0,0,0,0,0,0,0,0,0
Os03t0191000-01,5806,6996,4098,3653,11806,11914,9365,6925,2394,4125,3877
Os03t0191100-01,2415,2614,2597,2545,1513,1460,1432,1959,1913,2393,2479
Os03t0191400-01,1164,1504,873,689,2817,2768,2837,2094,997,1151,1167
Os03t0191850-01,414,311,169,369,156,105,131,238,189,362,250
Os03t0191900-01,414,311,169,0,156,105,131,238,189,362,250
Os03t0192300-00,9,0,0,40,3,7,6,29,8,17,20
Os03t0192100-02,0,0,0,0,0,0,0,0,0,0,0
Os03t0192000-01,1028,1234,1036,948,949,977,964,1145,691,977,1042
Os03t0192100-01,6,0,0,2,0,0,0,0,0,0,0
Os03t0192400-01,6407,5960,6568,7220,4734,4775,4540,6355,6415,7872,8313
Os03t0192500-01,4600,3487,3551,3626,4501,4600,3208,6060,3721,4805,4966
Os03t0192550-01,176,199,203,185,125,101,90,183,167,221,213
Os03t0192600-02,919,661,567,573,483,488,716,742,432,738,533
Os03t0192633-00,16,0,0,0,0,0,0,0,0,0,0
Os03t0192750-00,0,4,9,10,0,10,7,0,0,3,6
Os03t0192700-01,6536,7588,7715,11570,2297,2729,3391,3541,6340,7840,8699
Os03t0192800-01,427,369,290,416,596,617,382,402,64,192,281
Os03t0192900-01,1471,1420,1271,1422,1338,1448,1586,1477,1303,1384,1423
Os03t0193000-01,3528,3736,2979,2570,3571,3775,3193,3819,2315,3047,2575
Os03t0193075-01,511,571,792,529,865,789,742,643,506,799,668
Os03t0193225-01,967,969,769,698,1094,1170,1079,1095,679,925,746
Os03t0193700-00,292,391,176,261,391,379,314,245,158,294,180
Os03t0193901-00,68,88,25,43,118,67,78,22,50,29,46
Os03t0193400-00,0,0,0,0,0,0,0,0,0,0,0
Os03t0193300-01,625,679,452,521,176,168,113,208,205,389,330
Os03t0193300-02,292,312,378,254,86,156,58,31,26,54,96
Os03t0194100-01,1559,1844,1042,1034,4333,4425,4059,3533,717,1039,1422
Os03t0194350-00,0,0,0,0,0,0,9,0,0,0,0
Os03t0194300-01,842,490,967,521,275,280,365,677,488,547,793
Os03t0194400-01,1346,1533,1091,1113,1650,1594,1574,1808,1222,1408,1642
Os03t0194600-01,18,66,55,19,45,42,69,301,91,14,68
Os03t0194450-00,75,114,45,54,41,72,80,92,55,35,80
Os03t0194500-01,1567,1423,973,1197,1161,1156,1176,1687,1069,1498,1404
Os03t0194900-01,5588,5551,5758,5876,7631,6281,6483,6387,3235,4202,4689
Os03t0194900-02,371,175,190,268,840,372,360,200,81,35,124
Os03t0195100-01,266,320,169,147,4895,7074,8682,5188,198,476,417
Os03t0195200-01,1004,1209,911,836,1634,1541,1640,1244,779,872,920
Os03t0195300-01,274,427,201,276,606,530,521,270,204,268,138
Os03t0195400-01,48,81,31,55,186,96,76,41,12,59,13
Os03t0195450-00,2240,2220,1777,1684,812,873,565,1031,917,1693,1469
Os03t0195500-01,1653,1495,1198,1146,822,794,408,675,178,639,680
Os03t0196250-00,147,202,172,184,87,56,105,197,198,435,364
Os03t0196450-00,9,0,0,3,0,0,0,3,10,9,0
Os03t0196400-01,533,454,457,340,265,251,292,427,237,253,280
Os03t0196500-00,179,164,156,255,34,38,84,116,182,378,229
Os03t0195800-01,1052,923,792,563,2051,2781,1571,2138,482,548,739
Os03t0195900-02,576,1377,380,318,1058,932,885,507,125,413,169
Os03t0195900-01,201,48,0,0,95,161,9,0,0,0,0
Os03t0196000-01,2955,2865,3265,2074,1346,1103,994,2160,3397,3402,4606
Os03t0196100-01,15,30,22,43,14,9,6,14,3,11,23
Os03t0196600-01,980,797,483,400,1106,1041,1649,1180,441,407,728
Os03t0196800-01,3795,2280,1183,1580,958,859,493,2601,313,497,374
Os03t0196900-01,777,826,581,698,1150,899,1147,1072,669,773,753
Os03t0197000-01,2018,1896,1619,1513,2709,2507,2153,2061,1162,1392,1428
Os03t0197050-00,33,43,48,12,162,135,53,25,13,74,9
Os03t0197200-01,12,14,24,27,470,258,515,201,11,72,56
Os03t0197175-00,8,4,0,0,0,0,0,0,7,0,0
Os03t0197100-01,1789,1866,610,245,1056,1009,1221,574,140,208,127
Os03t0197400-01,4527,4348,3288,4327,4729,4516,4709,4965,3785,5544,4583
Os03t0197900-01,23,0,4,9,39,14,18,56,15,36,45
Os03t0198200-01,153,171,143,116,121,132,80,182,111,115,75
Os03t0197825-00,0,0,0,0,2,0,0,0,0,0,0
Os03t0197800-00,1822,1523,962,1503,1935,1394,2874,2767,1505,2285,1802
Os03t0197850-00,637,682,481,373,717,1033,61,70,29,69,462
Os03t0198300-01,3657,4165,1979,2172,5712,6166,2897,5024,1106,1834,1674
Os03t0198400-01,3681,4250,2914,3174,4287,4025,3779,3802,2368,3427,3471
Os03t0198500-01,3025,3387,3889,3649,1311,1324,1313,2038,3097,3170,3380
Os03t0198600-01,2284,2347,857,1698,970,1186,1371,2176,827,1704,1910
Os03t0200700-01,1458,1918,1572,1695,974,1002,850,1239,1069,1489,1615
Os03t0201000-01,131,142,47,76,540,555,518,247,46,24,38
Os03t0200800-01,4733,3979,4447,3320,4409,4361,3358,3492,2428,3294,3451
Os03t0200000-01,0,0,0,0,0,4,0,0,0,0,0
Os03t0200100-00,0,0,0,0,0,0,0,0,0,0,0
Os03t0198900-02,530,500,545,504,322,404,357,400,526,359,540
Os03t0198900-01,843,1051,709,698,1074,1075,800,817,621,779,655
Os03t0199000-01,550,704,545,370,950,1078,750,805,442,457,498
Os03t0199100-01,2054,1930,2263,2210,1004,963,1146,1635,1652,2041,2452
Os03t0199200-01,327,214,140,124,136,109,125,199,75,136,126
Os03t0199300-01,313,197,134,124,112,109,125,196,75,136,88
Os03t0199500-01,44,26,25,25,0,7,23,53,34,51,37
Os03t0199800-00,14,0,0,11,0,0,0,0,0,0,0
Os03t0200200-01,536,452,454,526,311,291,273,406,109,208,330
Os03t0200400-01,12,0,0,0,0,0,0,8,7,0,0
Os03t0200500-01,30800,32817,26984,33524,17264,17188,18471,30541,32704,40282,37666
Os03t0200600-01,766,641,501,614,713,766,802,758,423,492,506
Os03t0201100-01,1647,1513,1547,1138,1792,2053,1545,1762,1068,1765,1169
Os03t0201100-02,603,1051,534,654,950,698,738,561,272,336,699
Os03t0201200-01,869,763,684,772,532,589,615,741,833,986,1074
Os03t0201400-01,57,107,127,133,335,436,334,244,44,43,130
Os03t0201400-02,393,670,350,333,1120,1229,746,408,173,412,256
Os03t0201500-01,304,376,530,183,1127,1650,635,444,204,378,493
Os03t0201600-01,11,0,19,38,68,42,30,63,6,2,21
Os03t0201600-02,161,240,178,176,547,500,404,475,308,314,254
Os03t0201901-00,412,286,377,115,498,699,208,223,133,146,276
Os03t0201800-01,0,21,0,0,0,7,0,0,0,18,9
Os03t0201800-02,0,0,0,0,16,0,14,0,0,0,0
Os03t0201700-01,1602,1455,1317,1462,1722,1503,1484,1516,971,1398,1610
Os03t0202001-01,756,819,984,976,305,326,261,640,629,781,850
Os03t0202300-01,510,584,460,436,714,758,665,529,420,769,504
Os03t0202500-01,421,424,355,256,344,343,388,361,325,649,375
Os03t0202200-01,20888,19691,19320,21282,10026,10323,8406,12943,13286,14429,14174
Os03t0202250-00,6,11,14,13,9,3,0,10,2,14,0
Os03t0203000-01,1806,1766,1332,1483,1475,1398,1570,1590,1381,1736,1748
Os03t0203100-01,1608,2078,1859,1423,2263,2689,2014,1848,1389,2397,1944
Os03t0203700-01,3753,2110,1923,2288,1589,1531,1485,1345,710,842,1240
Os03t0203750-00,4,0,5,0,4,1,2,0,9,0,0
Os03t0203200-02,455,586,234,272,603,533,344,326,103,162,182
Os03t0203200-01,25365,22723,12056,12505,26171,27291,29230,32695,11120,18238,16204
Os03t0203800-01,2050,1857,1519,1758,1273,1403,1013,1600,1066,1396,1487
Os03t0204500-00,11,6,2,0,54,61,48,36,6,41,19
Os03t0204100-01,595,468,629,484,227,268,307,349,458,453,499
Os03t0204900-01,27,47,24,8,81,49,53,201,118,214,105
Os03t0205000-01,2146,2353,1830,1993,3543,3911,3230,3116,1112,2228,2131
Os03t0205300-00,17,30,72,76,0,4,5,29,58,24,76
Os03t0205150-01,1053,1323,641,712,1128,1186,900,1315,681,976,1052
Os03t0205400-00,1008,2000,1116,1013,3181,3410,2740,2200,770,1333,1087
Os03t0205500-01,1145,1419,1038,1020,1201,1343,1066,1149,791,910,976
Os03t0205800-01,284,257,105,223,11,16,57,81,19,49,86
Os03t0205700-01,3972,3882,4629,6176,409,626,922,2122,3097,3946,3520
Os03t0205700-02,256,605,942,595,86,228,155,212,163,485,510
Os03t0206201-00,5,9,3,0,0,0,0,14,0,16,29
Os03t0206100-01,510,398,356,481,90,118,186,216,348,390,496
Os03t0206300-01,445,432,353,343,343,359,287,356,280,579,359
Os03t0206400-02,291,318,332,241,705,579,385,581,337,697,451
Os03t0206400-01,71,34,49,27,67,40,91,75,25,7,72
Os03t0206600-01,571,409,472,296,431,380,302,478,278,280,359
Os03t0206700-00,1862,1620,394,614,1548,1736,714,1750,106,173,184
Os03t0206750-00,82,35,5,28,22,27,18,21,0,0,0
Os03t0206800-01,8,4,5,5,11,10,10,8,1,9,2
Os03t0206900-01,1173,1024,769,781,1338,1338,1280,1502,622,934,738
Os03t0207000-01,207,269,243,215,213,219,223,185,202,244,255
Os03t0207100-01,147,147,106,94,452,430,454,577,243,241,364
Os03t0207200-01,408,319,386,400,105,151,127,206,176,136,248
Os03t0207250-01,2383,2448,1894,2301,1488,1462,1626,2360,2362,2582,2609
Os03t0207400-01,639,643,279,336,1801,1564,2211,1316,231,393,374
Os03t0207300-01,1936,2094,1892,1765,2330,2462,1841,1807,1272,1681,1735
Os03t0207475-00,374,550,360,354,662,674,511,438,242,283,323
Os03t0207700-00,213,235,202,174,226,192,180,124,165,272,140
Os03t0207800-00,104,46,25,30,155,107,188,68,132,115,167
Os03t0207900-01,1782,2035,1461,1392,1208,1352,1382,1708,1175,1928,1787
Os03t0208600-01,102,130,61,103,111,85,151,168,99,94,90
Os03t0208750-00,0,1,6,0,8,0,11,4,0,0,6
Os03t0208700-00,9,31,41,0,29,24,26,34,40,46,63
Os03t0208800-00,58,89,64,86,29,49,114,48,47,33,56
Os03t0208500-01,1169,239,330,357,3904,3625,15,3224,101,1110,382
Os03t0208500-02,1199,1667,711,608,578,772,4017,378,659,340,933
Os03t0209000-01,918,863,979,1121,414,544,601,1108,1250,1387,1330
Os03t0208900-01,3053,4057,3319,3428,2928,2943,2646,3305,2184,3051,3552
Os03t0209400-01,1774,1805,2006,1731,2372,2459,2305,2030,1504,1808,2007
Os03t0209500-01,1311,1426,1370,1522,448,475,476,1273,1631,2226,1904
Os03t0209700-00,165,262,87,140,139,157,145,155,122,132,191
Os03t0209600-01,2315,2418,1512,1647,2606,2791,1806,2693,1013,1605,1463
Os03t0209800-01,281,379,538,351,40,62,78,70,264,328,437
Os03t0210200-01,5,0,4,0,28,24,12,21,15,8,8
Os03t0210350-00,65,115,27,71,48,47,54,42,17,15,60
Os03t0210500-01,1182,1139,1515,1776,197,331,296,594,1291,1803,1160
Os03t0210400-01,6353,6892,4313,5206,6261,6853,5622,5878,3775,5737,4944
Os03t0210450-00,40,29,37,34,60,51,47,25,19,28,0
Os03t0210600-01,2167,2107,2250,1945,3630,3828,2681,2746,1689,1677,2345
Os03t0210700-01,1710,1407,662,565,2011,2137,1096,3857,666,1109,755
Os03t0210883-00,38,67,4,19,25,30,22,46,22,8,10
Os03t0210900-01,49,42,19,22,66,19,30,78,25,61,17
Os03t0210800-01,3166,3823,2718,2687,4294,4695,4003,3902,2024,3239,2638
Os03t0211100-01,1346,1481,982,1068,2198,2236,1599,1646,649,886,1028
Os03t0211400-01,687,594,1076,747,656,757,716,507,557,569,503
Os03t0211500-01,173,179,161,131,107,141,94,115,192,237,287
Os03t0211600-01,161,202,112,95,205,266,79,275,49,105,99
Os03t0211700-01,1201,1104,1327,1289,593,920,689,1043,624,1094,1080
Os03t0211800-01,3699,3326,4474,4172,1435,1624,1584,2699,3320,3746,3803
Os03t0212300-01,3,0,0,0,4,0,17,3,0,0,0
Os03t0212200-02,674,771,550,403,964,935,715,600,322,540,489
Os03t0212200-01,4,12,13,0,1,3,0,8,0,0,0
Os03t0211900-02,686,583,872,775,497,491,338,563,538,488,629
Os03t0211900-01,1838,1632,1825,2070,1217,1390,1109,1565,980,1487,1676
Os03t0212400-01,990,1021,852,982,268,304,314,675,1356,1915,1406
Os03t0212600-01,745,1009,751,1107,146,208,225,462,1173,1216,1151
Os03t0212800-01,3442,2390,3333,2825,828,851,475,975,1045,1081,1407
Os03t0212700-01,23492,26446,23799,28391,13869,15018,17330,22082,25201,30693,28206
Os03t0213200-01,636,622,361,320,724,686,579,560,304,132,267
Os03t0213100-01,8920,7945,7195,8629,6502,6464,5456,7381,6520,6504,8254
Os03t0213300-01,8768,10236,7426,7430,13233,14569,12072,10582,4240,6341,7646
Os03t0213400-02,163,518,692,0,1305,641,1191,198,80,784,33
Os03t0213400-01,5096,6730,3983,4585,8238,9763,7545,6545,3461,3703,4869
Os03t0213500-01,1134,1260,694,742,749,639,539,994,401,628,604
Os03t0213600-01,123,153,86,73,39,53,47,40,0,16,25
Os03t0213700-02,1317,1620,985,1055,915,1084,956,874,926,1036,989
Os03t0213700-01,182,259,301,172,433,260,165,194,163,320,193
Os03t0213800-01,827,978,845,1045,619,660,659,914,735,1200,1083
Os03t0213900-03,3907,3548,1720,2115,3818,3513,3832,3443,1977,4500,2333
Os03t0213900-01,7123,9605,5742,4769,11540,13216,7124,5798,2731,3016,3601
Os03t0213900-02,12,241,65,63,16,42,166,1,54,54,0
Os03t0214000-01,3448,2757,3520,3591,2062,1870,1688,2285,2227,2043,2719
Os03t0214000-02,99,197,211,191,166,125,50,176,125,466,286
Os03t0214100-01,2807,3434,2392,3060,551,905,1188,2886,3549,6047,5772
Os03t0214200-02,33,62,11,266,15,69,19,13,0,0,17
Os03t0214200-01,865,756,591,594,965,804,1003,1067,735,1046,1147
Os03t0214400-01,518,570,512,390,671,612,517,820,549,710,693
Os03t0214600-01,5802,6369,5530,6992,4825,4926,5299,6766,7123,7565,8362
Os03t0214900-01,2553,3218,2244,2471,3304,3291,2929,2596,1201,2183,2012
Os03t0215000-01,812,1901,960,1147,420,420,437,1116,785,242,66
Os03t0215000-03,4923,3316,5020,3992,4952,4628,4336,5753,4243,3460,5501
Os03t0215000-02,509,1250,933,1056,352,425,570,646,492,2806,1857
Os03t0215700-01,1351,1715,1157,1080,714,600,444,812,322,705,700
Os03t0215900-01,226,239,111,160,192,230,172,344,62,85,125
Os03t0215800-01,1777,2028,1496,1373,2604,2690,2392,1960,1039,1487,1204
Os03t0216000-01,50,45,38,60,70,60,35,47,21,55,34
Os03t0216500-00,124,131,102,81,66,32,59,102,48,152,110
Os03t0216300-01,233,292,291,342,417,421,338,358,107,546,243
Os03t0216300-02,138,142,127,118,285,198,148,76,244,175,65
Os03t0216400-01,24,19,20,55,28,17,35,43,16,39,40
Os03t0216600-01,8473,9258,7889,8110,7274,8381,6438,7231,4971,6040,6688
Os03t0216766-01,0,0,3,0,7,0,0,0,0,0,0
Os03t0216800-01,9,3,0,0,4,0,0,4,0,6,0
Os03t0216900-01,578,626,419,425,162,134,155,345,334,665,503
Os03t0217000-01,129,177,96,97,432,307,398,400,84,178,101
Os03t0216700-01,8147,7576,7400,5489,10376,7946,6103,6924,4756,7395,5970
Os03t0217200-01,894,1191,896,920,2923,2789,2221,2049,1048,1652,1430
Os03t0217801-01,148,161,250,201,102,125,65,86,139,166,168
Os03t0218100-01,16,0,7,23,4,0,9,16,28,33,10
Os03t0218200-01,104,131,54,30,220,223,135,101,214,126,134
Os03t0218300-01,640,802,578,556,1386,1576,876,679,139,369,382
Os03t0218400-01,412,751,402,272,3737,3633,4564,3319,842,776,1296
Os03t0218500-01,735,789,578,537,664,717,651,565,441,770,738
Os03t0219100-01,892,1164,1556,1239,174,232,258,330,825,1278,1171
Os03t0219350-00,0,0,0,0,0,0,0,0,0,0,0
Os03t0219300-01,4279,3119,2445,2169,6636,6300,6411,5421,2755,3384,3951
Os03t0219200-01,16989,14781,7636,7724,10985,9869,6999,7862,4447,7071,6490
Os03t0219400-01,341,355,220,165,700,765,585,736,188,455,687
Os03t0219450-00,15,23,8,7,15,37,32,17,7,3,0
Os03t0219500-01,801,780,620,836,1326,995,977,1200,841,1045,1236
Os03t0219700-01,1286,1475,737,889,1866,1736,1026,2127,568,837,926
Os03t0219800-02,1525,1348,454,620,1145,988,682,957,645,568,1153
Os03t0219800-01,392,461,394,345,1171,1252,986,457,170,364,230
Os03t0219800-03,475,826,844,663,1831,2198,1378,1131,883,1749,585
Os03t0219900-01,2219,1564,468,629,1385,1195,483,2989,424,637,543
Os03t0220100-01,1603,1630,988,998,273,273,379,852,796,539,1028
Os03t0220300-01,92,0,39,135,293,234,173,93,109,117,14
Os03t0220300-03,73,171,121,92,411,437,458,358,148,308,216
Os03t0220300-02,73,121,46,57,10,14,60,86,12,15,98
Os03t0220700-02,3917,4807,2442,2758,8464,8916,7163,4991,2633,3310,2766
Os03t0221100-00,459,397,276,350,484,627,438,375,130,215,244
Os03t0221150-01,90,90,36,37,106,73,52,120,71,52,92
Os03t0221200-01,247,386,327,361,372,411,511,547,386,174,338
Os03t0221300-01,1913,2061,1554,1559,2309,2347,2007,2061,1447,2146,1995
Os03t0221500-01,1175,1218,1166,1519,174,287,262,996,1309,1698,1759
Os03t0222401-00,64,78,84,50,31,60,26,36,9,9,24
Os03t0221600-01,0,28,20,106,14,0,0,54,0,0,17
Os03t0221700-02,488,339,265,315,242,270,210,271,371,355,421
Os03t0221800-01,1840,1578,1466,1115,2343,2347,1592,1195,455,620,861
Os03t0222600-01,1059,925,1042,1384,245,348,286,500,990,958,1076
Os03t0222700-01,42,31,15,47,75,57,93,50,13,62,50
Os03t0222800-01,350,305,251,160,358,530,285,318,139,302,305
Os03t0223100-02,18,15,23,21,55,44,26,92,6,27,21
Os03t0223200-00,293,352,311,183,191,209,332,338,449,650,636
Os03t0223000-01,1218,1133,1573,1215,1046,1097,1215,1334,1217,1767,1528
Os03t0223000-02,8329,6236,6990,8989,1109,1684,2122,4237,5139,5444,7143
Os03t0223000-03,786,922,1090,1155,135,154,200,353,1549,791,805
Os03t0223700-01,4281,5074,4141,3976,8768,8546,6201,4996,2379,3422,3607
Os03t0223900-01,1161,797,681,789,804,767,721,614,492,620,465
Os03t0223301-01,8,11,0,0,4144,4337,4052,4132,1737,2895,2333
Os03t0223400-01,36211,48672,28488,24713,96590,78465,82983,51115,49082,66623,70942
Os03t0224200-01,5451,5424,4281,4310,8892,9006,6627,6982,2876,4789,4390
Os03t0224300-01,4164,3939,3371,4414,1902,1917,2065,2929,2240,3591,3401
Os03t0224700-01,1162,1359,778,1036,1191,1094,1214,1450,661,1137,1012
Os03t0225150-00,0,0,0,0,0,0,0,0,0,0,0
Os03t0225100-02,459,208,128,178,571,340,333,433,224,291,374
Os03t0225200-02,0,0,0,0,0,0,0,0,0,0,0
Os03t0225200-01,59,53,56,85,86,57,49,110,85,46,70
Os03t0225300-01,720,691,728,568,660,738,620,776,387,921,649
Os03t0225500-01,2689,3372,2257,2570,3417,3347,2819,2704,1877,2539,2421
Os03t0225900-01,11,0,4,0,99,67,118,41,14,8,32
Os03t0225700-01,408,621,342,324,1108,770,806,835,410,623,670
Os03t0225600-01,4475,4848,4556,4290,4030,4111,3444,3723,2583,3408,4119
Os03t0226300-01,48,63,33,44,5,9,11,12,51,83,65
Os03t0226400-01,3537,3580,3435,3387,1098,1153,793,1674,2830,2597,2818
Os03t0226200-01,43276,53936,15691,20171,3640,2969,2682,2636,9845,18280,17318
Os03t0226700-01,326,215,139,145,282,233,192,296,56,148,153
Os03t0226800-01,29,22,16,26,0,0,0,0,0,0,0
Os03t0226600-01,5078,4943,4611,5046,6343,6508,4857,4502,928,3035,3678
Os03t0226600-02,3410,3295,2115,1474,2747,2327,2547,2614,3287,2323,2654
Os03t0227000-01,9817,10606,9162,9628,9315,9513,7914,7568,5587,7217,8167
Os03t0227500-01,340,332,241,335,227,150,309,378,244,332,329
Os03t0227500-02,124,186,206,125,299,306,143,144,12,58,150
Os03t0227300-01,1487,1698,1065,1185,1323,1381,1417,1757,1168,1701,1725
Os03t0227400-01,812,841,579,850,573,389,498,720,490,561,838
Os03t0227601-01,8,23,26,46,269,275,124,114,5,0,35
Os03t0227700-01,910,1566,821,867,3361,3359,2311,2749,366,693,629
Os03t0227900-00,344,316,464,412,85,98,150,161,231,392,463
Os03t0228400-01,1572,1492,1412,1276,1172,1157,1093,1022,938,895,1046
Os03t0228500-01,1408,1363,935,1193,1001,842,755,1027,641,972,944
Os03t0229000-01,178,235,201,106,252,325,198,139,73,189,121
Os03t0228901-00,0,0,0,0,0,0,0,0,0,0,0
Os03t0228800-01,1274,1041,1485,1570,337,428,339,777,853,1169,1517
Os03t0229100-00,7,4,12,0,0,0,8,0,0,15,0
Os03t0229500-01,106,109,131,146,26,37,50,90,161,73,98
Os03t0229575-01,391,518,450,279,752,720,505,619,294,477,367
Os03t0230000-01,24,7,7,17,4,8,0,5,0,0,7
Os03t0229600-01,970,1195,891,921,2806,2748,2125,3410,1611,2611,1834
Os03t0230300-01,355,462,306,323,756,818,946,785,561,596,615
Os03t0230500-01,1560,1890,1262,1062,1759,1828,1385,1714,740,1447,1142
Os03t0231000-00,257,363,138,140,520,485,550,424,28,149,71
Os03t0231150-00,1633,2308,945,779,3061,3046,3264,3084,600,784,841
Os03t0227750-00,0,0,0,0,0,3,0,0,0,0,0
Os03t0227800-02,104613,114240,51268,47607,121900,129996,89997,56696,26439,49583,36856
