transcript_id,DC1,DC2,DN1,DN2,PC1,PC2,PC3,PC4,PN3,PNC1,PNC2
Os02t0216400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0216500-03,0,0,0,0,0,0,0,0,0,0,0
Os02t0216500-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0216500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0216600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0216700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0219000-01,0,0,0,0,0,0,0,3,0,0,0
Os02t0220100-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0223850-01,0,0,0,0,1,0,4,0,0,0,0
Os02t0225100-00,0,0,0,12,0,0,0,0,0,0,0
Os02t0226400-01,0,0,0,0,55,52,39,66,53,41,62
Os02t0226500-01,0,0,0,0,75,133,75,198,26,36,42
Os02t0227600-02,0,0,3,0,54,78,39,41,16,27,27
Os02t0227600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0229200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0230625-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0231850-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0232300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0233566-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0234051-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0240100-01,0,0,0,15,4,0,0,8,0,4,19
Os02t0240300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0241300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0244450-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0245600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0245900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0246101-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0248440-00,0,0,0,0,2,5,23,9,0,0,0
Os02t0248800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0249000-01,0,0,0,0,26,29,13,0,0,0,0
Os02t0249102-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0249500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0249600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0249800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0249900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0253150-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0253502-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0253601-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0253700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0253800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0254100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0254233-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0254366-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0255400-00,0,0,0,0,1,1,0,0,0,0,0
Os02t0255900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0256500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0256800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0257001-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0257100-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0257200-01,0,0,0,0,9,0,21,0,0,0,0
Os02t0257250-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0257500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0258000-00,0,21,0,0,10,27,32,112,0,0,0
Os02t0260000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0260800-00,0,0,0,0,0,2,0,0,0,0,0
Os02t0260900-00,0,0,0,0,54,36,3,5,5,8,8
Os02t0261400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0261800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0262600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0263432-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0263601-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0263900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0264700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0265800-00,0,2,5,0,0,10,0,0,0,0,3
Os02t0266900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0268100-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0268300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0269600-00,0,0,0,0,7,0,0,0,0,0,0
Os02t0270100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0270800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0270900-00,0,0,0,0,0,0,6,0,0,0,0
Os02t0271000-01,0,0,17,9,0,6,10,4,0,0,26
Os02t0272100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0272200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0284300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0286700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0287800-00,0,5,0,0,0,0,0,0,0,0,0
Os02t0288100-01,0,0,0,0,0,0,0,0,0,0,5
Os02t0288600-01,0,0,0,0,0,2,0,7,5,0,0
Os02t0288700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0288744-00,0,0,0,0,0,0,9,0,0,0,0
Os02t0288925-00,0,0,0,0,0,0,0,0,3,17,0
Os02t0289000-01,0,0,0,0,0,0,0,0,0,20,8
Os02t0292800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0293050-00,0,0,0,0,0,0,0,0,10,0,3
Os02t0293900-00,0,9,0,0,0,0,0,0,0,0,0
Os02t0294000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0296350-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0296400-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0297200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0297550-01,0,0,0,9,0,0,0,0,0,0,0
Os02t0300500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0301700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0303000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0303200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0303500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0304500-00,0,0,0,0,0,0,0,0,4,0,0
Os02t0307075-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0307400-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0307700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0308400-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0309500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0310400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0310500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0311600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0311800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0314400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0315200-00,0,0,6,0,0,0,0,0,0,0,0
Os02t0314925-00,0,0,0,0,0,3,0,0,0,0,0
Os02t0317500-01,0,8,5,13,10,0,4,9,0,0,11
Os02t0318450-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0318500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0318600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0318851-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0323300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0324500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0325401-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0328500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0328525-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0329933-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0330601-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0433900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0435200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0435400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0435400-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0435600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0437901-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0438700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0438700-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0440900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0445200-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0445300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0446100-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0451501-00,0,0,1,0,42,29,31,56,95,190,96
Os02t0452700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0453400-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0454700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0454950-00,0,0,0,0,4,0,0,0,0,0,0
Os02t0455800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0455900-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0456100-01,0,0,13,0,0,0,0,0,0,0,0
Os02t0457100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0457175-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0459150-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0460600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0461000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0462800-01,0,0,0,0,0,0,0,0,0,0,8
Os02t0463725-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0464550-01,0,0,0,0,0,23,0,12,0,0,0
Os02t0466050-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0467300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0467400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0467500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0467400-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0467400-03,0,0,0,0,0,0,0,0,0,0,0
Os02t0468100-00,0,15,0,6,0,0,3,5,2,0,6
Os02t0468900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0472200-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0475500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0476700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0476901-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0477100-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0477300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0477401-00,0,0,0,10,0,4,0,0,0,0,0
Os02t0478300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0478450-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0479700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0480466-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0480800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0482200-00,0,0,0,0,78,126,123,150,43,57,122
Os02t0483000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0487300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0491300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0491600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0491700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0491800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0491900-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0492500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0492800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0494700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0495400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0496300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0496300-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0496700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0499300-01,0,5,0,0,2,0,0,4,0,0,0
Os02t0499575-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0500250-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0500700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0502300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0501350-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0503700-00,0,14,28,9,0,0,0,0,0,0,0
Os02t0503800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0503850-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0504050-01,0,0,0,0,0,16,0,3,0,0,0
Os02t0505700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0507900-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0508500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0508650-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0510400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0511800-01,0,0,0,0,148,72,61,58,28,118,68
Os02t0513100-01,0,0,0,0,18,3,479,0,0,0,0
Os02t0513400-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0513700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0513976-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0514800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0517421-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0517564-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0517900-01,0,0,0,0,12,11,0,11,11,32,69
Os02t0518950-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0519100-01,0,0,15,18,0,0,0,0,0,0,0
Os02t0519401-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0520500-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0520500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0521366-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0521800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0522100-02,0,0,0,0,872,932,738,708,896,806,630
Os02t0523650-01,0,0,0,0,1,0,3,0,0,0,0
Os02t0524300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0526650-01,0,0,0,0,0,0,4,15,0,0,0
Os02t0528500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0528500-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0528750-00,0,0,0,0,107,119,152,157,108,138,118
Os02t0528550-00,0,7,0,0,25,0,13,18,0,0,0
Os02t0531300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0531900-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0534700-01,0,0,0,0,0,0,0,3,0,0,0
Os02t0535150-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0535300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0536601-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0536800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0537000-01,0,0,0,0,6,0,0,0,0,0,0
Os02t0537100-01,0,0,3,0,0,0,0,0,0,0,0
Os02t0539900-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0541000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0541900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0542100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0542000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0543200-01,0,20,0,11,5,0,0,0,0,3,26
Os02t0543800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0544566-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0546400-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0546600-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0546600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0546700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0547300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0548100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0549467-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0549533-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0553000-01,0,0,0,0,85,43,69,0,6,0,0
Os02t0553000-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0553000-03,0,13,0,0,92,42,35,17,0,0,0
Os02t0554100-01,0,4,17,13,9,17,6,40,0,0,60
Os02t0554500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0555766-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0558700-00,0,0,0,0,0,0,0,5,0,0,0
Os02t0561900-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0565150-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0568700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0569400-01,0,0,0,0,103,22,29,24,0,11,37
Os02t0570300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0571100-01,0,0,0,0,1476,339,887,29,38,0,360
Os02t0571300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0571800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0571900-01,0,0,0,0,41,13,46,11,8,5,31
Os02t0572000-01,0,0,0,0,0,13,0,4,8,5,0
Os02t0572050-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0575425-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0576400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0577900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0579150-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0580000-02,0,0,3,0,0,0,0,0,0,0,0
Os02t0580000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0583000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0583300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0583500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0583900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0584300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0585566-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0585650-01,0,0,0,0,7,13,0,16,0,0,0
Os02t0585700-00,0,0,0,0,0,0,0,9,0,0,0
Os02t0586000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0586600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0586700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0587000-01,0,0,0,0,0,0,0,0,0,0,9
Os02t0587600-00,0,0,0,0,8,0,0,0,0,0,0
Os02t0587800-01,0,0,0,0,0,0,4,0,0,0,0
Os02t0588775-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0589000-01,0,8,0,0,0,0,0,12,0,0,0
Os02t0589100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0589700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0590000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0590200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0590400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0594300-01,0,0,0,0,0,0,0,0,0,5,0
Os02t0594750-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0596200-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0596200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0600650-01,0,0,0,0,108,117,72,148,55,38,70
Os02t0601000-01,0,0,0,0,35,14,16,8,0,0,0
Os02t0604000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0604600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0604700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0604800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0605000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0607000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0607100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0607500-00,0,0,0,19,0,0,0,0,0,0,0
Os02t0608000-00,0,0,0,0,0,0,0,4,0,0,0
Os02t0608801-00,0,0,8,7,19,15,9,0,0,0,0
Os02t0610851-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0610950-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0612600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0612950-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0614966-00,0,0,0,0,442,263,174,172,0,0,7
Os02t0615300-01,0,0,0,0,42,49,89,0,0,0,22
Os02t0615400-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0615500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0615500-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0615800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0616100-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0616100-04,0,0,0,0,0,0,0,0,0,0,0
Os02t0616199-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0616800-01,0,0,5,0,1922,1830,1487,984,473,1159,1141
Os02t0617000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0617075-00,0,0,4,0,0,0,0,0,0,19,0
Os02t0617400-01,0,12,0,0,0,0,0,0,0,6,0
Os02t0618700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0620000-00,0,0,0,0,11,17,7,28,0,0,17
Os02t0629600-00,0,0,0,0,39,34,55,28,20,43,40
Os02t0630100-00,0,3,0,0,0,3,0,0,0,0,0
Os02t0630300-03,0,0,0,0,0,0,0,0,0,0,0
Os02t0630300-02,0,5,0,3,3,13,0,0,0,0,0
Os02t0630300-01,0,0,0,13,0,0,0,0,0,0,0
Os02t0630650-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0631700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0631801-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0635300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0635966-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0638950-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0640100-00,0,0,0,0,3,0,0,0,0,0,0
Os02t0640401-00,0,0,4,5,0,0,0,0,0,0,6
Os02t0640700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0641100-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0644200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0644900-01,0,0,0,0,21,16,0,26,0,11,12
Os02t0646500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0648900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0652100-01,0,7,0,0,0,0,0,0,0,0,0
Os02t0655750-00,0,0,0,0,0,13,17,0,0,0,0
Os02t0659100-01,0,0,0,0,0,0,0,3,0,0,0
Os02t0659301-00,0,0,0,0,1,0,0,0,0,0,0
Os02t0659700-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0660800-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0662100-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0668350-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0670300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0671950-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0672500-01,0,5,0,0,0,0,0,3,9,0,0
Os02t0675000-01,0,0,0,0,2,0,0,0,0,0,0
Os02t0675100-01,0,0,0,0,2,0,0,0,0,0,0
Os02t0682200-01,0,0,0,0,0,0,0,0,0,19,0
Os02t0682700-00,0,0,0,0,281,394,196,300,27,63,46
Os02t0683800-01,0,2,0,0,0,0,0,8,0,0,0
Os02t0684150-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0688200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0702700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0704262-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0709000-00,0,0,0,27,0,0,0,0,0,12,0
Os02t0713500-00,0,0,4,0,0,0,0,0,0,0,0
Os02t0714801-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0721200-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0723600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0724450-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0725500-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0725700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0725900-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0728800-01,0,4,11,0,0,0,0,0,0,0,0
Os02t0741000-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0743600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0743900-01,0,0,0,0,0,0,0,7,0,0,0
Os02t0749200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0749250-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0749700-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0750300-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0750800-00,0,0,0,6,0,0,0,0,0,0,0
Os02t0757250-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0757400-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0765400-01,0,0,0,0,0,0,66,0,0,0,0
Os02t0765600-01,0,0,0,0,0,0,1001,0,0,0,0
Os02t0765800-00,0,12,0,0,8,0,0,0,0,0,2
Os02t0766900-00,0,0,0,0,0,0,24,0,0,0,0
Os02t0780200-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0781350-00,0,0,0,0,0,0,3,0,8,0,1
Os02t0782500-01,0,0,0,4,20,13,0,10,0,0,0
Os02t0782500-02,0,0,0,0,0,0,0,0,0,0,0
Os02t0782550-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0783000-01,0,24,0,0,9,10,0,0,0,7,0
Os02t0783050-00,0,0,0,0,8,13,0,0,0,0,0
Os02t0785200-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0788300-00,0,0,0,0,0,0,0,0,6,30,0
Os02t0795600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0795666-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0795732-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0796000-00,0,7,6,0,13,19,7,31,0,14,29
Os02t0797300-01,0,0,13,20,7,0,0,0,0,3,0
Os02t0799400-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0801600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0802650-01,0,0,0,0,28,49,38,90,64,46,77
Os02t0804000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0807300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0807600-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0808100-00,0,0,0,0,30,12,15,29,30,0,18
Os02t0808300-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0808350-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0808475-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0808500-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0808601-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0808800-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0811000-01,0,0,0,0,0,0,0,0,0,0,0
Os02t0811200-00,0,0,0,0,197,186,150,154,125,114,152
Os02t0811400-00,0,7,0,0,0,0,0,0,0,0,0
Os02t0811501-00,0,0,0,0,0,0,0,0,0,0,3
Os02t0811600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0811650-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0811902-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0812600-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0814200-01,0,0,0,18,0,0,0,0,0,0,0
Os02t0815100-01,0,0,4,0,0,0,0,0,0,0,0
Os02t0821301-00,0,0,1,5,3,0,0,4,0,5,0
Os02t0823700-00,0,0,7,0,0,0,0,0,0,0,0
Os02t0824100-00,0,0,7,0,0,0,10,0,0,0,0
Os02t0826566-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0826675-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0832900-00,0,0,0,0,0,0,0,0,0,0,0
Os02t0833500-01,0,0,0,0,0,0,0,0,0,0,0
